,rating,genre,star,budget,runtime,star_net_worth
114100,R,Action,Christopher Lambert,25000000.0,87.0,5000000.0
114110,R,Comedy,Richard Gere,23000000.0,122.0,120000000.0
114118,R,Crime,Mark Wahlberg,24000000.0,115.0,300000000.0
114127,R,Comedy,Penélope Cruz,8000000.0,92.0,75000000.0
114137,PG-13,Comedy,David Arquette,24000000.0,107.0,25000000.0
114155,R,Comedy,Tim Meadows,24000000.0,84.0,3000000.0
114170,R,Drama,Joan Allen,20000000.0,126.0,8000000.0
114219,R,Comedy,Timothy Olyphant,1000000.0,94.0,20000000.0
114227,PG-13,Drama,Lori Heuring,24000000.0,105.0,
114249,R,Drama,Michelle Rodriguez,1000000.0,110.0,25000000.0
114293,R,Drama,James Marsden,24000000.0,90.0,8000000.0
114381,R,Drama,Billy Crudup,8500000.0,105.0,6000000.0
114402,PG,Comedy,Frankie Muniz,6000000.0,95.0,30000000.0
114433,R,Comedy,Huey Lewis,21000000.0,112.0,25000000.0
114462,R,Crime,Catherine McCormack,16000000.0,114.0,3000000.0
114478,R,Comedy,John Travolta,63000000.0,105.0,250000000.0
114489,R,Crime,Willem Dafoe,3600000.0,94.0,40000000.0
114499,R,Crime,Kim Basinger,65000000.0,107.0,20000000.0
114533,G,Animation,Christine Cavanaugh,30000000.0,78.0,4000000.0
114617,PG,Comedy,Woody Allen,25000000.0,94.0,140000000.0
114630,PG-13,Drama,Ben Affleck,35000000.0,106.0,150000000.0
115014,R,Comedy,Renée Zellweger,35000000.0,110.0,90000000.0
115023,PG,Romance,Gillian Anderson,10000000.0,135.0,40000000.0
115049,PG-13,Comedy,Minnie Driver,14000000.0,112.0,16000000.0
115281,PG-13,Drama,Chris Klein,15000000.0,96.0,3000000.0
115299,R,Drama,Jeremy Davies,8000000.0,122.0,2000000.0
115308,G,Animation,Jim Cummings,30000000.0,77.0,10000000.0
115316,R,Comedy,Garry Shandling,60000000.0,105.0,17000000.0
115340,R,Comedy,Heather Graham,3000000.0,98.0,25000000.0
115574,R,Drama,Andie MacDowell,8000000.0,121.0,20000000.0
115583,R,Action,Rob Lowe,1000000.0,82.0,100000000.0
115606,PG,Romance,Alessandro Nivola,13000000.0,93.0,3000000.0
115633,R,Drama,Winona Ryder,50000000.0,97.0,18000000.0
115719,R,Drama,Uma Thurman,15000000.0,130.0,45000000.0
115727,PG,Animation,Lara Jill Miller,5000000.0,82.0,3000000.0
115755,PG-13,Comedy,Madonna,25000000.0,108.0,850000000.0
115780,R,Comedy,Liam Neeson,14000000.0,101.0,145000000.0
115838,PG,Adventure,Daniel Radcliffe,125000000.0,152.0,110000000.0
115854,PG-13,Action,Vin Diesel,38000000.0,106.0,225000000.0
115874,PG-13,Action,Elijah Wood,93000000.0,178.0,20000000.0
115894,PG-13,Comedy,Reese Witherspoon,18000000.0,96.0,200000000.0
115913,R,Drama,Naomi Watts,15000000.0,147.0,30000000.0
115921,G,Animation,Billy Crystal,115000000.0,92.0,60000000.0
115941,PG,Animation,Daveigh Chase,19000000.0,125.0,500000.0
115949,R,Drama,Jake Gyllenhaal,6000000.0,113.0,80000000.0
115957,R,Comedy,Chyler Leigh,15000000.0,89.0,5000000.0
115967,R,Comedy,Anna Faris,45000000.0,83.0,30000000.0
115977,PG-13,Crime,George Clooney,85000000.0,116.0,500000000.0
115987,PG,Animation,Mike Myers,60000000.0,90.0,200000000.0
116006,R,Drama,Josh Hartnett,92000000.0,144.0,25000000.0
116017,PG-13,Biography,Russell Crowe,58000000.0,135.0,100000000.0
116025,PG-13,Action,Brendan Fraser,98000000.0,130.0,20000000.0
116042,PG-13,Action,Ben Affleck,140000000.0,183.0,150000000.0
116051,R,Comedy,Gene Hackman,21000000.0,110.0,80000000.0
116059,R,Comedy,Audrey Tautou,10000000.0,122.0,20000000.0
116067,R,Crime,Denzel Washington,45000000.0,122.0,250000000.0
116117,PG-13,Drama,Haley Joel Osment,100000000.0,146.0,6000000.0
116126,R,Comedy,Steve Buscemi,7000000.0,111.0,35000000.0
116135,R,Comedy,Jay Chandrasekhar,3000000.0,100.0,4000000.0
116144,PG-13,Action,Heath Ledger,65000000.0,132.0,16000000.0
116152,R,Biography,Johnny Depp,53000000.0,124.0,150000000.0
116184,R,Crime,Anthony Hopkins,87000000.0,131.0,160000000.0
116212,G,Comedy,Julie Andrews,26000000.0,111.0,30000000.0
116222,PG-13,Drama,Nicole Kidman,50000000.0,127.0,250000000.0
116230,R,Fantasy,Tom Cruise,68000000.0,136.0,600000000.0
116238,R,Fantasy,Tony Shalhoub,42000000.0,91.0,30000000.0
116248,PG-13,Action,Mark Wahlberg,100000000.0,119.0,300000000.0
116286,PG-13,Horror,Nicole Kidman,17000000.0,104.0,250000000.0
116349,PG-13,Adventure,David Spade,17700000.0,91.0,60000000.0
116357,PG,Animation,Michael J. Fox,120000000.0,95.0,65000000.0
116367,PG-13,Action,Breckin Meyer,48000000.0,112.0,8000000.0
116375,PG-13,Comedy,Freddie Prinze Jr.,34000000.0,104.0,
116384,R,Comedy,Janeane Garofalo,5000000.0,97.0,5000000.0
116391,PG-13,Comedy,Jack Black,40000000.0,114.0,50000000.0
116400,PG-13,Comedy,Ben Stiller,28000000.0,90.0,200000000.0
116408,PG-13,Action,Sam Neill,93000000.0,92.0,18000000.0
116418,R,Drama,Jude Law,68000000.0,131.0,45000000.0
116426,R,Comedy,Maggie Smith,19800000.0,131.0,18000000.0
116434,R,Action,John Travolta,102000000.0,99.0,250000000.0
116442,R,Horror,Gina Philips,10000000.0,90.0,
116485,R,Drama,Keanu Reeves,32000000.0,106.0,360000000.0
116514,PG-13,Comedy,David Duchovny,80000000.0,101.0,80000000.0
116598,R,Drama,Antonio Banderas,42000000.0,116.0,50000000.0
116684,PG,Action,Alexa PenaVega,35000000.0,88.0,
116690,PG-13,Action,Gene Hackman,40000000.0,106.0,80000000.0
116923,R,Comedy,Renée Zellweger,25000000.0,97.0,90000000.0
116933,PG-13,Drama,Sean Penn,22000000.0,132.0,70000000.0
116942,R,Action,Robert Redford,72000000.0,131.0,200000000.0
116964,R,Action,Robert Redford,115000000.0,126.0,200000000.0
116983,PG-13,Action,Angelina Jolie,115000000.0,100.0,120000000.0
116993,R,Comedy,Jason Biggs,30000000.0,108.0,18000000.0
117003,R,Crime,Bill Paxton,11000000.0,100.0,40000000.0
117024,R,Drama,Morgan Freeman,60000000.0,104.0,250000000.0
117041,PG-13,Action,Jackie Chan,90000000.0,90.0,400000000.0
117051,PG-13,Drama,Julia Stiles,13000000.0,112.0,12000000.0
117069,PG-13,Crime,John Travolta,75000000.0,89.0,250000000.0
117093,PG-13,Biography,Drew Barrymore,48000000.0,132.0,125000000.0
117103,PG-13,Comedy,Rob Schneider,47000000.0,84.0,12000000.0
117148,R,Comedy,Method Man,20000000.0,93.0,14000000.0
117158,R,Action,Steve Zahn,23000000.0,97.0,25000000.0
117232,R,Action,Kurt Russell,62000000.0,125.0,100000000.0
117242,R,Action,Robert De Niro,68000000.0,124.0,500000000.0
117284,R,Comedy,Jason Mewes,22000000.0,104.0,3000000.0
117291,R,Adventure,Brad Pitt,57000000.0,123.0,300000000.0
117326,R,Horror,Johnny Depp,35000000.0,122.0,150000000.0
117336,PG,Action,Paul Hogan,21150000.0,95.0,20000000.0
117344,R,Action,Gene Hackman,39000000.0,109.0,80000000.0
117461,PG-13,Comedy,John Cusack,28000000.0,90.0,50000000.0
117510,R,Action,Samuel Le Bihan,29000000.0,142.0,
117518,R,Crime,Jack Nicholson,35000000.0,124.0,400000000.0
117569,PG-13,Action,Colin Farrell,35000000.0,94.0,80000000.0
117578,R,Action,Natasha Henstridge,28000000.0,98.0,14500000.0
117586,R,Drama,Mark Wahlberg,57000000.0,105.0,300000000.0
117606,PG,Animation,Laurence Fishburne,70000000.0,95.0,30000000.0
117616,PG-13,Comedy,Jason Biggs,22000000.0,90.0,18000000.0
117624,PG-13,Crime,Diane Lane,30000000.0,106.0,40000000.0
117662,PG-13,Comedy,Jennifer Lopez,35000000.0,103.0,400000000.0
117673,R,Horror,David Caruso,1500000.0,97.0,35000000.0
117681,R,Comedy,John Cameron Mitchell,6000000.0,95.0,
117690,R,Crime,Alexsandra Wright,16000000.0,130.0,
117699,PG-13,Drama,Kevin Spacey,68000000.0,120.0,100000000.0
117709,R,Comedy,Tom Green,14000000.0,87.0,5000000.0
117717,PG-13,Drama,Keanu Reeves,40000000.0,119.0,360000000.0
117735,PG-13,Comedy,Meg Ryan,48000000.0,118.0,85000000.0
117743,R,Drama,Michael Douglas,50000000.0,113.0,350000000.0
117763,R,Biography,Will Smith,107000000.0,157.0,350000000.0
117773,R,Drama,Hayden Christensen,27000000.0,125.0,12000000.0
117783,R,Comedy,Shannon Elizabeth,11000000.0,95.0,7000000.0
117797,PG-13,Comedy,Bruce Willis,75000000.0,123.0,250000000.0
117844,PG-13,Animation,Brendan Fraser,75000000.0,93.0,20000000.0
117853,R,Crime,Tom Wilkinson,1700000.0,131.0,12000000.0
117875,PG-13,Action,Chris Rock,7000000.0,81.0,60000000.0
117899,PG-13,Adventure,Jake Gyllenhaal,13000000.0,84.0,80000000.0
117908,PG-13,Comedy,Rachael Leigh Cook,39000000.0,98.0,5000000.0
117928,R,Drama,Marisa Paredes,4500000.0,106.0,
117938,PG,Action,Stephen Chow,10000000.0,87.0,30000000.0
117948,G,Animation,Debi Derryberry,30000000.0,82.0,5000000.0
117965,PG-13,Action,Sylvester Stallone,94000000.0,116.0,400000000.0
118181,PG-13,Comedy,Kirsten Dunst,22000000.0,87.0,25000000.0
118242,R,Action,Steven Seagal,50000000.0,101.0,16000000.0
118333,PG,Drama,Jim Carrey,72000000.0,152.0,180000000.0
118341,R,Horror,Denise Richards,29000000.0,96.0,12000000.0
118442,PG-13,Animation,Alec Baldwin,137000000.0,106.0,60000000.0
118452,PG-13,Action,Jet Li,49000000.0,87.0,250000000.0
118696,PG-13,Comedy,Marla Sokoloff,27000000.0,81.0,500000.0
118725,PG,Action,Alec Baldwin,60000000.0,87.0,60000000.0
118735,PG-13,Drama,Anthony Hopkins,31000000.0,101.0,160000000.0
118743,PG-13,Comedy,Julia Roberts,46000000.0,102.0,250000000.0
118753,R,Action,Jet Li,25000000.0,98.0,250000000.0
118762,R,Drama,Nicolas Cage,57000000.0,131.0,25000000.0
118772,R,Drama,Ryan Gosling,1500000.0,98.0,70000000.0
118805,PG-13,Comedy,Ashley Judd,23000000.0,97.0,22000000.0
119166,R,Comedy,Pierce Brosnan,21000000.0,109.0,200000000.0
119174,R,Action,Samuel L. Jackson,27000000.0,93.0,
119184,R,Action,Robert De Niro,60000000.0,120.0,500000000.0
119275,R,Biography,Judi Dench,5500000.0,91.0,45000000.0
119496,PG-13,Drama,Kirsten Dunst,13000000.0,99.0,25000000.0
119506,R,Drama,Jennifer Lopez,53000000.0,102.0,400000000.0
119555,R,Comedy,Joaquin Phoenix,15000000.0,98.0,50000000.0
119612,PG-13,Action,Justin Chambers,40000000.0,104.0,18000000.0
119620,R,Drama,Mekhi Phifer,5000000.0,95.0,500000.0
119647,R,Comedy,Nicole Kidman,13000000.0,93.0,250000000.0
119799,R,Comedy,Vince Vaughn,5000000.0,95.0,70000000.0
119817,R,Comedy,Liv Tyler,18000000.0,93.0,50000000.0
119825,PG,Comedy,Eddie Murphy,70000000.0,87.0,200000000.0
119843,PG,Comedy,Alex D. Linz,25000000.0,86.0,400000.0
119873,PG-13,Horror,Melissa Sagemiller,17000000.0,84.0,
119882,PG-13,Adventure,Martin Lawrence,50000000.0,95.0,110000000.0
119909,R,Drama,Kevin Spacey,38000000.0,111.0,100000000.0
119919,R,Crime,Tilda Swinton,3000000.0,101.0,10000000.0
120048,R,Comedy,Jennifer Westfeldt,1000000.0,97.0,5000000.0
120056,PG-13,Action,Ryan Phillippe,30000000.0,108.0,30000000.0
120074,PG-13,Adventure,Jean Reno,35000000.0,88.0,70000000.0
120121,Unrated,Crime,Brian Cox,700000.0,97.0,10000000.0
120130,R,Comedy,Dr. Dre,7000000.0,93.0,
120176,R,Crime,Snoop Dogg,16000000.0,96.0,150000000.0
120272,R,Comedy,Chris Klein,25000000.0,95.0,3000000.0
120284,PG-13,Action,James Van Der Beek,38000000.0,90.0,8000000.0
120294,PG-13,Comedy,Martin Lawrence,60000000.0,94.0,110000000.0
120311,PG-13,Comedy,Monica Potter,14000000.0,86.0,3000000.0
120439,PG-13,Drama,Mariah Carey,22000000.0,104.0,320000000.0
120472,PG-13,Comedy,Chris Rock,49000000.0,87.0,60000000.0
120570,R,Drama,Ethan Hawke,100000.0,86.0,55000000.0
120641,PG,Action,David Arquette,35000000.0,94.0,25000000.0
120651,R,Comedy,Vivica A. Fox,13000000.0,90.0,4000000.0
120659,PG-13,Drama,Shane Brolly,30000000.0,95.0,
120699,PG-13,Animation,Toshio Furukawa,15000000.0,108.0,
120770,R,Drama,Hilary Swank,30000000.0,118.0,60000000.0
120779,R,Comedy,Catherine Keener,250000.0,91.0,8000000.0
120795,PG-13,Comedy,Chris Kattan,11000000.0,86.0,6000000.0
120826,G,Animation,Andrew Lawrence,23000000.0,82.0,2000000.0
120836,PG,Adventure,Christopher Gorham,7000000.0,113.0,5000000.0
120844,R,Drama,David Arquette,5000000.0,108.0,25000000.0
120855,R,Comedy,Steve Martin,8000000.0,95.0,140000000.0
120869,PG-13,Drama,Cate Blanchett,20000000.0,121.0,95000000.0
120878,PG-13,Comedy,Greg Stebner,33000000.0,103.0,
120885,PG-13,Action,Tobey Maguire,139000000.0,121.0,75000000.0
120967,PG-13,Action,Ben Affleck,68000000.0,124.0,150000000.0
120985,R,Drama,Eminem,41000000.0,110.0,230000000.0
120994,R,Biography,Adrien Brody,35000000.0,150.0,16000000.0
121022,PG,Adventure,Daniel Radcliffe,100000000.0,161.0,110000000.0
121042,PG-13,Action,Elijah Wood,94000000.0,179.0,20000000.0
121066,R,Crime,Tom Hanks,80000000.0,117.0,400000000.0
121076,R,Action,Milla Jovovich,33000000.0,100.0,50000000.0
121108,PG-13,Biography,Leonardo DiCaprio,52000000.0,141.0,260000000.0
121154,R,Drama,Cillian Murphy,8000000.0,113.0,20000000.0
121240,PG-13,Horror,Naomi Watts,48000000.0,115.0,30000000.0
121337,PG-13,Drama,Mel Gibson,72000000.0,106.0,425000000.0
121440,PG-13,Action,Franka Potente,60000000.0,119.0,18000000.0
121460,PG,Action,Hayden Christensen,115000000.0,142.0,12000000.0
121468,R,Comedy,James Spader,4000000.0,107.0,20000000.0
121479,PG,Adventure,Matthew Lillard,84000000.0,86.0,2000000.0
121489,PG-13,Action,Matthew McConaughey,60000000.0,101.0,140000000.0
121504,PG-13,Action,Tom Cruise,102000000.0,145.0,600000000.0
121542,PG-13,Action,Mike Myers,63000000.0,94.0,200000000.0
121552,R,Crime,Anthony Hopkins,78000000.0,124.0,160000000.0
121570,R,Crime,Leonardo DiCaprio,100000000.0,167.0,260000000.0
121590,PG,Comedy,Rupert Everett,15000000.0,97.0,20000000.0
121631,PG-13,Comedy,Reese Witherspoon,30000000.0,108.0,200000000.0
121660,PG-13,Action,Jim Caviezel,35000000.0,131.0,
121755,R,Comedy,Nicolas Cage,19000000.0,115.0,25000000.0
121765,R,Drama,Richard Gere,50000000.0,124.0,120000000.0
121829,PG,Animation,Denis Leary,59000000.0,81.0,30000000.0
121850,R,Crime,Jodie Foster,48000000.0,112.0,100000000.0
121864,PG-13,Action,Tommy Lee Jones,140000000.0,88.0,90000000.0
121874,PG,Animation,Daveigh Chase,80000000.0,92.0,500000.0
121892,PG-13,Comedy,Renée Zellweger,45000000.0,113.0,90000000.0
121932,PG,Drama,Mandy Moore,11800000.0,101.0,14000000.0
121943,PG,Animation,Joseph Gordon-Levitt,140000000.0,95.0,35000000.0
121963,PG,Comedy,Nia Vardalos,5000000.0,95.0,10000000.0
121971,R,Action,Mel Gibson,75000000.0,138.0,425000000.0
121980,R,Comedy,Cameron Diaz,43000000.0,84.0,140000000.0
122003,PG-13,Action,Vin Diesel,70000000.0,124.0,225000000.0
122011,R,Action,Christian Bale,20000000.0,107.0,120000000.0
122068,PG-13,Action,Dwayne Johnson,60000000.0,92.0,320000000.0
122078,R,Comedy,Adam Sandler,25000000.0,95.0,420000000.0
122086,PG-13,Action,Pierce Brosnan,142000000.0,133.0,200000000.0
122096,PG-13,Action,Guy Pearce,80000000.0,96.0,20000000.0
122170,PG-13,Action,Jason Statham,21000000.0,92.0,90000000.0
122189,PG-13,Drama,Kate Bosworth,25000000.0,104.0,24000000.0
122199,R,Horror,Julianna Margulies,20000000.0,91.0,22000000.0
122242,R,Comedy,Ryan Reynolds,5000000.0,92.0,150000000.0
122252,PG-13,Comedy,Jennifer Lopez,55000000.0,105.0,400000000.0
122272,G,Animation,Matt Damon,80000000.0,83.0,170000000.0
122282,R,Action,Wesley Snipes,54000000.0,117.0,10000000.0
122299,R,Biography,Salma Hayek,12000000.0,123.0,200000000.0
122309,R,Crime,Colin Farrell,13000000.0,81.0,80000000.0
122317,PG-13,Comedy,Hugh Grant,30000000.0,101.0,150000000.0
122348,R,Biography,Sam Rockwell,30000000.0,113.0,30000000.0
122356,PG-13,Action,Steve Oedekerk,10000000.0,81.0,5000000.0
122364,PG-13,Action,Patrick Stewart,60000000.0,116.0,70000000.0
122372,PG-13,Action,David Arquette,30000000.0,99.0,25000000.0
122381,R,Drama,Aaliyah,35000000.0,101.0,10000000.0
122400,R,Crime,Rebecca Romijn,35000000.0,114.0,20000000.0
122445,PG-13,Drama,Meryl Streep,25000000.0,110.0,160000000.0
122454,R,Comedy,Josh Hartnett,17000000.0,96.0,25000000.0
122463,R,Drama,Robin Williams,12000000.0,96.0,50000000.0
122471,R,Horror,Jordan Ladd,1500000.0,93.0,1000000.0
122519,PG-13,Comedy,DJ Qualls,13000000.0,88.0,5000000.0
122570,PG-13,Comedy,Colin Hanks,18000000.0,82.0,14000000.0
122582,PG-13,Comedy,Adam Sandler,50000000.0,96.0,420000000.0
122616,PG-13,Crime,Denzel Washington,36000000.0,116.0,250000000.0
122624,R,Drama,Edward Norton,5000000.0,135.0,300000000.0
122641,PG-13,Drama,George Clooney,47000000.0,99.0,500000000.0
122668,PG,Comedy,Shad Moss,30000000.0,99.0,
122680,R,Comedy,James Van Der Beek,4000000.0,110.0,8000000.0
122688,PG-13,Action,Eddie Murphy,70000000.0,97.0,200000000.0
122744,PG-13,Drama,Richard Gere,32000000.0,119.0,120000000.0
122754,PG-13,Biography,Denzel Washington,12500000.0,120.0,250000000.0
122762,R,Drama,Jennifer Aniston,8000000.0,93.0,300000000.0
122774,Unrated,Comedy,Jason Schwartzman,2000000.0,101.0,25000000.0
122792,R,Crime,Kang-ho Song,4000000.0,129.0,
122802,PG-13,Crime,Jennifer Lopez,38000000.0,115.0,400000000.0
122912,PG-13,Crime,Jim Caviezel,42000000.0,115.0,
122922,PG-13,Comedy,Sandra Bullock,60000000.0,101.0,200000000.0
122951,R,Comedy,Robin Williams,50000000.0,109.0,50000000.0
122959,PG-13,Action,Heath Ledger,35000000.0,132.0,16000000.0
123007,R,Crime,Parry Shen,250000.0,101.0,
123015,PG,Adventure,Frankie Muniz,15000000.0,88.0,30000000.0
123023,R,Comedy,Jack Nicholson,30000000.0,125.0,400000000.0
123032,PG,Adventure,Dana Carvey,16000000.0,80.0,20000000.0
123042,PG-13,Comedy,Nick Cannon,20000000.0,118.0,30000000.0
123052,R,Horror,Jamie Lee Curtis,13000000.0,94.0,60000000.0
123062,R,Action,Nicolas Cage,115000000.0,134.0,25000000.0
123072,R,Comedy,Ice Cube,10000000.0,85.0,160000000.0
123080,R,Crime,Sylvester Stallone,55000000.0,96.0,400000000.0
123091,PG-13,Action,Eddie Griffin,25000000.0,86.0,4000000.0
123101,PG,Action,Alexa PenaVega,38000000.0,100.0,
123107,PG,Drama,Alexis Bledel,15000000.0,90.0,6000000.0
123124,R,Crime,Sandra Bullock,50000000.0,115.0,200000000.0
123157,R,Drama,Bruce Willis,70000000.0,125.0,250000000.0
123175,R,Comedy,Madonna,10000000.0,89.0,850000000.0
123209,R,Comedy,Angela Bettis,500000.0,93.0,
123221,PG-13,Drama,Kevin Costner,60000000.0,104.0,250000000.0
123300,PG-13,Comedy,Miguel A. Núñez Jr.,15600000.0,91.0,
123308,PG-13,Drama,Sandra Bullock,27000000.0,116.0,200000000.0
123317,R,Crime,Chiwetel Ejiofor,10000000.0,97.0,12000000.0
123385,PG-13,Action,Jackie Chan,60000000.0,98.0,400000000.0
123395,PG-13,Drama,Jesse Bradford,10000000.0,85.0,3000000.0
123410,PG-13,Drama,Harrison Ford,100000000.0,138.0,300000000.0
123420,PG,Animation,Michael J. Fox,120000000.0,77.0,65000000.0
123431,R,Comedy,Kieran Culkin,9000000.0,98.0,4000000.0
123448,PG-13,Action,Chris Klein,70000000.0,98.0,3000000.0
123466,R,Drama,Ben Affleck,45000000.0,98.0,150000000.0
123484,PG-13,Drama,Michelle Pfeiffer,16000000.0,109.0,250000000.0
123493,R,Action,Bruce Greenwood,40000000.0,105.0,10000000.0
123532,PG-13,Comedy,Tim Allen,40000000.0,85.0,100000000.0
123557,PG-13,Drama,Julianne Moore,13500000.0,107.0,50000000.0
123574,R,Comedy,Bruce Campbell,1000000.0,92.0,10000000.0
123582,PG-13,Comedy,Al Pacino,10000000.0,117.0,120000000.0
123589,R,Biography,Greg Kinnear,7000000.0,105.0,20000000.0
123600,R,Action,Clint Eastwood,50000000.0,110.0,375000000.0
123610,R,Action,Arnold Schwarzenegger,85000000.0,108.0,400000000.0
123622,R,Action,Wesley Snipes,20000000.0,94.0,10000000.0
123640,R,Crime,Val Kilmer,18000000.0,103.0,25000000.0
123658,R,Horror,Megumi Okina,3500000.0,92.0,
123667,PG-13,Comedy,Ice Cube,12000000.0,102.0,160000000.0
123700,PG-13,Drama,Keisha Castle-Hughes,3500000.0,101.0,
123709,PG,Adventure,Everlyn Sampi,6000000.0,94.0,
123717,R,Action,Kevin Bacon,30000000.0,106.0,45000000.0
124335,R,Crime,Ray Liotta,6500000.0,105.0,14000000.0
124411,R,Crime,Kurt Russell,15000000.0,118.0,100000000.0
124454,R,Comedy,Cuba Gooding Jr.,20000000.0,94.0,
124475,PG,Adventure,Charlie Hunnam,10000000.0,132.0,20000000.0
124502,R,Drama,Ralph Fiennes,10000000.0,98.0,30000000.0
124569,PG,Adventure,Cuba Gooding Jr.,33000000.0,99.0,
124580,R,Drama,Michael Caine,30000000.0,101.0,75000000.0
124597,G,Comedy,Tim Allen,65000000.0,104.0,100000000.0
124627,R,Comedy,Devon Sawa,14000000.0,86.0,2000000.0
124643,R,Comedy,Barry Watson,12000000.0,93.0,1000000.0
124652,G,Comedy,Haley Joel Osment,35000000.0,88.0,6000000.0
124660,R,Action,Ice Cube,15000000.0,95.0,160000000.0
124668,PG-13,Drama,Katie Holmes,25000000.0,99.0,25000000.0
124752,R,Adventure,Casey Affleck,3500000.0,103.0,20000000.0
124761,PG,Action,Jesse Bradford,26000000.0,94.0,3000000.0
124833,R,Comedy,Mars Callahan,4000000.0,99.0,
124853,R,Crime,Samuel L. Jackson,12000000.0,97.0,
124987,PG-13,Horror,Anna Paquin,10600000.0,88.0,14000000.0
125095,R,Comedy,Robert De Niro,60000000.0,96.0,500000000.0
125105,R,Comedy,Susan Sarandon,10000000.0,98.0,60000000.0
125120,PG,Animation,Tim Curry,25000000.0,85.0,14000000.0
125146,PG-13,Action,Eddie Murphy,100000000.0,95.0,200000000.0
125169,PG-13,Animation,Adam Sandler,34000000.0,76.0,420000000.0
125178,R,Comedy,Julia Roberts,2000000.0,101.0,250000000.0
125201,PG-13,Drama,Jake Gyllenhaal,21000000.0,117.0,80000000.0
125221,PG-13,Action,Morris Chestnut,13000000.0,98.0,6000000.0
125229,PG-13,Comedy,Angelina Jolie,40000000.0,103.0,120000000.0
125239,PG-13,Action,Robert De Niro,85000000.0,95.0,500000000.0
125352,R,Biography,Michael Reilly Burke,1200000.0,99.0,
125368,R,Action,Antonio Banderas,70000000.0,91.0,50000000.0
125376,PG-13,Comedy,Taye Diggs,8000000.0,109.0,14000000.0
125423,R,Action,Stephen Dorff,10000000.0,96.0,12000000.0
125612,PG-13,Drama,Kevin Kline,12500000.0,109.0,35000000.0
125621,R,Drama,Timothy Spall,9000000.0,128.0,4000000.0
125779,PG-13,Comedy,America Ferrera,3000000.0,90.0,16000000.0
125787,PG,Action,Steve Irwin,12000000.0,90.0,10000000.0
125795,R,Crime,Robert De Niro,40000000.0,108.0,500000000.0
125812,R,Crime,Cate Blanchett,11000000.0,97.0,95000000.0
126068,R,Action,Uma Thurman,30000000.0,111.0,45000000.0
126076,PG-13,Action,Elijah Wood,94000000.0,201.0,20000000.0
126098,R,Comedy,Luke Wilson,24000000.0,88.0,50000000.0
126146,R,Crime,Sean Penn,25000000.0,138.0,70000000.0
126156,R,Comedy,Hugh Grant,40000000.0,135.0,150000000.0
126164,R,Crime,Kevin Spacey,38000000.0,130.0,100000000.0
126171,PG-13,Action,Paul Walker,76000000.0,107.0,25000000.0
126180,R,Action,Kate Beckinsale,22000000.0,121.0,20000000.0
126248,R,Action,Choi Min-sik,3000000.0,120.0,
126288,R,Comedy,Bill Murray,4000000.0,102.0,180000000.0
126305,PG,Animation,Brendan Fraser,80000000.0,91.0,20000000.0
126325,PG-13,Adventure,Ewan McGregor,70000000.0,125.0,25000000.0
126362,R,Action,Keanu Reeves,150000000.0,138.0,360000000.0
126370,NC-17,Drama,Michael Pitt,15000000.0,115.0,6000000.0
126414,Not Rated,Crime,Kang-ho Song,2800000.0,132.0,
126432,G,Animation,Albert Brooks,94000000.0,100.0,28000000.0
126449,PG-13,Action,Eric Bana,137000000.0,138.0,45000000.0
126466,PG-13,Comedy,Jack Black,35000000.0,109.0,50000000.0
126484,R,Drama,Evan Rachel Wood,2000000.0,100.0,8000000.0
126553,R,Horror,Eliza Dushku,12600000.0,84.0,20000000.0
126599,PG-13,Action,Donald Sutherland,60000000.0,111.0,60000000.0
126626,R,Action,Arnold Schwarzenegger,200000000.0,109.0,400000000.0
126638,PG,Adventure,Jeremy Sumpter,100000000.0,113.0,500000.0
126694,R,Biography,Charlize Theron,8000000.0,109.0,160000000.0
127047,R,Action,Keanu Reeves,150000000.0,129.0,360000000.0
127055,PG-13,Action,Ben Affleck,78000000.0,103.0,150000000.0
127075,R,Adventure,Tommy Lee Jones,60000000.0,137.0,90000000.0
127186,R,Drama,Tommy Wiseau,6000000.0,99.0,4000000.0
127340,R,Crime,Jessica Biel,9500000.0,98.0,250000000.0
127362,PG-13,Action,Samuel L. Jackson,80000000.0,117.0,
127397,R,Action,Tom Cruise,140000000.0,154.0,600000000.0
127417,PG,Adventure,Shia LaBeouf,20000000.0,117.0,25000000.0
127432,PG-13,Action,Paul Walker,80000000.0,116.0,25000000.0
127508,PG-13,Action,Patrick Stewart,110000000.0,134.0,70000000.0
127518,PG-13,Action,Dwayne Johnson,85000000.0,104.0,320000000.0
127563,R,Horror,Sid Haig,7000000.0,89.0,1500000.0
127570,R,Mystery,John Cusack,28000000.0,90.0,50000000.0
127738,R,Action,Antonio Banderas,29000000.0,102.0,50000000.0
127762,R,Adventure,Jude Law,79000000.0,154.0,45000000.0
127774,PG,Comedy,Steve Martin,40000000.0,98.0,140000000.0
127801,R,Mystery,Meg Ryan,12000000.0,119.0,85000000.0
127820,PG,Comedy,Haley Joel Osment,30000000.0,109.0,6000000.0
127828,PG-13,Comedy,Anna Faris,48000000.0,84.0,30000000.0
127838,PG-13,Comedy,Kate Hudson,50000000.0,116.0,80000000.0
127848,PG-13,Action,Sean Connery,78000000.0,110.0,350000000.0
127863,PG,Comedy,Amanda Bynes,25000000.0,105.0,3000000.0
127876,R,Action,Will Smith,130000000.0,147.0,350000000.0
